Date,Chla_Actual,Chla_Predicted,SS_Actual,SS_Predicted,Tur_Actual,Tur_Predicted
2019-10-02,0.5,2.9639830508474576,3.4,6.393220338983051,5.1,4.232627118644067
2019-10-02,4.2,3.1628813323209606,2.9,6.393220338983051,3.1,4.232627118644067
2019-10-17,4.0,3.929076594811268,3.2,6.486101694915255,4.1,4.512542372881356
2019-10-17,1.5,3.3514305781557234,2.3,6.486101694915255,2.0,4.512542372881356
2019-10-17,3.4,2.865084745762712,3.0,6.486101694915255,3.0,4.538278098012731
2019-10-17,5.5,5.021192231669689,4.3,6.486101694915255,5.2,4.512542372881356
2019-10-17,2.0,2.951035310984212,1.8,6.486101694915255,2.6,4.512542372881356
2019-10-17,3.4,3.6703056973946193,3.8,6.486101694915255,1.3,4.512542372881356
2019-10-17,2.5,2.865084745762712,6.7,6.486101694915255,9.4,4.512542372881356
2019-10-17,0.9,2.865084745762712,2.5,6.486101694915255,1.4,4.512542372881356
2019-10-17,1.3,2.865084745762712,1.6,6.486101694915255,1.0,4.512542372881356
2019-10-17,0.7,2.865084745762712,4.0,6.486101694915255,2.1,4.512542372881356
2019-10-17,0.9,2.865084745762712,6.6,8.40529000231126,5.9,4.636037807965894
2019-10-17,1.2,2.865084745762712,2.4,6.486101694915255,1.1,4.512542372881356
2019-10-17,1.6,2.865084745762712,2.0,6.486101694915255,0.9,4.512542372881356
2019-10-22,1.7,2.865084745762712,2.4,6.486101694915255,1.0,4.512542372881356
2019-10-22,0.7,2.865084745762712,17.0,11.336296944800257,7.4,6.728941596046063
2019-10-22,1.0,3.932116401843763,16.0,12.072152360999306,7.3,6.599084025065505
2019-10-22,0.9,3.35528006276391,17.0,14.22882481707423,7.6,7.178211145590114
2019-10-22,2.6,4.41379318768556,27.0,17.141278549403204,13.3,7.932714164021265
2019-11-11,4.2,5.9460621027592975,12.0,11.242503209576107,6.3,5.179421897272651
2019-11-11,32.0,7.029933541639634,10.0,7.095295154372328,3.8,4.512542372881356
2019-11-11,9.1,3.844114418279174,8.3,8.2810099813709,4.4,5.763501295996897
2019-11-11,1.8,2.865084745762712,9.7,8.067324155932145,4.7,4.512542372881356
2019-11-11,1.8,2.865084745762712,9.1,8.196221504954178,6.3,4.512542372881356
2019-11-11,2.2,2.865084745762712,8.6,6.506629111490793,3.5,4.512542372881356
2019-11-16,2.4,3.3698253936842164,17.0,14.76858726512408,5.3,5.294290184697466
2019-11-16,1.3,3.8044124360795646,21.0,15.692267484368443,4.4,5.473524800705696
2019-11-16,2.4,2.865084745762712,2.1,6.486101694915255,3.1,4.512542372881356
2019-11-16,3.1,2.865084745762712,2.5,6.486101694915255,3.9,4.512542372881356
2019-11-16,0.4,2.865084745762712,2.9,6.486101694915255,3.9,4.512542372881356
2019-11-16,3.4,2.865084745762712,2.1,6.486101694915255,4.0,4.512542372881356
2019-11-16,2.0,2.865084745762712,3.3,6.486101694915255,4.2,4.512542372881356
2019-11-21,2.5,2.865084745762712,2.1,6.486101694915255,3.4,4.512542372881356
2019-11-21,2.1,2.865084745762712,1.4,6.486101694915255,4.7,4.512542372881356
2019-11-21,3.8,2.865084745762712,1.4,6.486101694915255,5.1,4.512542372881356
2019-11-21,2.4,2.865084745762712,2.0,6.486101694915255,3.6,4.512542372881356
2019-11-21,2.7,2.865084745762712,2.7,6.486101694915255,4.2,4.512542372881356
2019-11-21,2.3,2.865084745762712,2.0,6.486101694915255,3.6,4.512542372881356
2019-11-21,5.6,2.865084745762712,4.2,6.617621090418168,5.0,4.699619220188446
2019-11-21,2.1,2.865084745762712,1.3,6.486101694915255,3.8,4.602334184742834
2019-11-21,7.3,3.0866444286013537,3.1,7.863800233179704,4.0,4.757814657855013
2019-11-21,6.4,2.865084745762712,3.6,7.4236465316194735,3.8,4.7187368014695314
2019-11-21,4.2,2.865084745762712,4.4,8.165881463692273,4.9,5.388757070364717
2019-11-21,0.6,2.865084745762712,5.2,7.657956565381855,5.0,5.439662081956357
2019-11-21,3.8,2.865084745762712,1.6,6.486101694915255,4.4,4.512542372881356
2019-12-01,2.4,2.865084745762712,2.1,6.486101694915255,4.3,4.512542372881356
2019-12-01,2.5,2.865084745762712,3.8,8.017440899233732,4.9,5.526173358776769
2019-12-01,2.8,2.957787926605259,2.0,6.486101694915255,4.2,4.512542372881356
